benchmark,question_id,split,reviewed_pairs,reviewed_actions,n_review_records,diagnostic_reasons,selection_rule,source,label
OBQA,1115,calibration,small,c2c,1,no_explicit_answer,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,12-103,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,12-1055,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,12-1103,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,12-1137,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,12-1141,calibration,small,acw;receiver_only;text,3,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,12-142,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,12-145,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,12-182,calibration,small,acw;text,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,12-259,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,12-332,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,12-344,calibration,small,acw;text,3,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,12-457,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,12-472,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,12-491,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,12-548,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,12-600,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,12-64,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,12-647,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,12-667,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,12-734,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,12-735,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,12-742,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,12-752,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,12-796,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,12-797,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,12-799,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,12-841,calibration,large,c2c,2,explicit_single,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,12-930,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,12-937,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,12-957,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,12-982,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,13-1006,calibration,small,acw;text,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,13-108,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,13-12,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,13-166,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,13-173,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,13-380,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,13-382,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,13-391,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,13-419,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,13-529,calibration,small,acw;text,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,13-577,calibration,large,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,13-604,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,13-621,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,13-646,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,13-662,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,13-666,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,13-679,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,13-686,calibration,large,c2c,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,13-750,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,13-861,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,13-874,calibration,small,acw;text,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,13-891,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,13-901,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,13-904,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,13-933,calibration,large,c2c,1,explicit_single,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,13-99,calibration,large,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,13-991,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,1337,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,1365,calibration,small,acw;receiver_only;text,3,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,1380,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,14-101,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,14-1015,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,14-1044,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,14-1061,calibration,large;small,c2c,2,explicit_single,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,14-1157,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,14-1265,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,14-1275,calibration,large,c2c,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,14-1323,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,14-1367,calibration,large,c2c,1,explicit_single,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,14-1382,calibration,large,c2c,2,explicit_single,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,14-1406,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,14-141,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,14-1416,calibration,small,acw;receiver_only;text,3,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,14-1436,calibration,small,acw;receiver_only;text,3,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,14-1442,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,14-162,calibration,large,c2c,1,explicit_single,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,14-268,calibration,large,c2c,1,explicit_single,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,14-3,calibration,large;small,acw;c2c,2,explicit_multiple_options;explicit_single,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,14-339,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,14-377,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,14-396,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,14-402,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,14-559,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,14-635,calibration,small,text,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,14-638,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,14-643,calibration,small,text,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,14-667,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,14-674,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,14-742,calibration,large,c2c,1,explicit_single,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,14-798,calibration,small,acw;receiver_only;text,3,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,14-820,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,14-93,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,14-980,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,1427,calibration,small,receiver_only;text,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,1442,calibration,small,acw;receiver_only,2,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,1453,calibration,small,acw,1,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
OBQA,1494,calibration,small,acw;receiver_only;text,3,explicit_multiple_options,"saved-vs-diagnostic parser disagreement or ambiguous diagnostic parse (content-selected, NOT random)",P2_SCORE_SENSITIVITY_20260912T055929Z/case_review.jsonl,POST-HOC re-analysis (reviewer R2/E5); does not change any primary decision
