role	pair	dataset	family	fold	path	sha256	source	status
IndepLR_C	small	arc	word	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold2/small/IndepLR_C.joblib	9f69ab70d03a44f81c001af48d404f710011b6a0229078be7fb50c0c18cf745c	frozen train fold only	COMPLETE
IndepLR_A	small	arc	word	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold2/small/IndepLR_A.joblib	e083036eed1121b7cec1592f414808c0c53d501541ce6022a2d7cab707fdfebd	frozen train fold only	COMPLETE
FFR_T	large	arc	word	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold3/large/FFR_T.joblib	383dc16c8e6df891c9655b059989059d0b4b4621f2c2d656571397185312cc2f	frozen train fold only	COMPLETE
FFR_C	large	arc	word	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold3/large/FFR_C.joblib	a5f43c020621c227ae8bb2d09d405ebb9b9d4b58fca0f5d6784d20b7d80cac32	frozen train fold only	COMPLETE
FFR_A	large	arc	word	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold3/large/FFR_A.joblib	badabdd2b808c57402b70bc31bc4e2c78bb4fa162b7c2444c31aa01c5ac83555	frozen train fold only	COMPLETE
IndepLR_R	large	arc	word	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold3/large/IndepLR_R.joblib	0564a1d9d8a47c6a0e289bd52d2a8edfef3d2d7f76b58933b252e868dbda375e	frozen train fold only	COMPLETE
IndepLR_T	large	arc	word	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold3/large/IndepLR_T.joblib	82b16ca38bdf5ae48c45e4eb301be03c1880d2360b0f935ae7d39bc5c6b6c77c	frozen train fold only	COMPLETE
IndepLR_C	large	arc	word	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold3/large/IndepLR_C.joblib	946f5489d4f0d97795d35e4f7f9b6bb3ab0ca562cfbb715bf7c92e956714dd38	frozen train fold only	COMPLETE
IndepLR_A	large	arc	word	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold3/large/IndepLR_A.joblib	f2d9296469c90c0a129aa27136c47786c776885f4f9803a9d845adc430ea1de0	frozen train fold only	COMPLETE
FFR_T	small	arc	word	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold3/small/FFR_T.joblib	76c0c67cec65026004840b0cd922f1d556552021737f71602a1076f374a20896	frozen train fold only	COMPLETE
FFR_C	small	arc	word	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold3/small/FFR_C.joblib	4693c61d19cbbc1ceb4a334b489a34e6a85085cf94b493f91d1460991e1a7515	frozen train fold only	COMPLETE
FFR_A	small	arc	word	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold3/small/FFR_A.joblib	fe5b99da52a1a9de49ad80f12b46914bd7c963d030ec4fb04d7c1e822962e6c4	frozen train fold only	COMPLETE
IndepLR_R	small	arc	word	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold3/small/IndepLR_R.joblib	9fd99077506d3a5bc5f876228845b445e6d14525f21f1682c9b4b391596c9b97	frozen train fold only	COMPLETE
IndepLR_T	small	arc	word	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold3/small/IndepLR_T.joblib	05bb94d413fcd2746adeb2f83c5a423b340baeba37a8eb371c5ec2a6344017e0	frozen train fold only	COMPLETE
IndepLR_C	small	arc	word	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold3/small/IndepLR_C.joblib	45b19606b95fdb9a71bcdd73b954e94bbceb0b74a2e4ac4771869789711b1757	frozen train fold only	COMPLETE
IndepLR_A	small	arc	word	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold3/small/IndepLR_A.joblib	0577fb21c68e84f3ff6fb5c910686f0a95f372eb211ff97f4c88028a8b61eadb	frozen train fold only	COMPLETE
FFR_T	large	arc	word	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold4/large/FFR_T.joblib	fa26335da72ccfa89fb9039ede5cbaaa03573172e13e01502c10c9d05b86a524	frozen train fold only	COMPLETE
FFR_C	large	arc	word	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold4/large/FFR_C.joblib	0772faa57318818a6372889add5cf1a1d969ba244ac0f3e5feaaeb317612ca4d	frozen train fold only	COMPLETE
FFR_A	large	arc	word	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold4/large/FFR_A.joblib	fe9c23922f77f298ffbb3ac59abb72145509fe4e6a337f5c2680a029cfe1f1c6	frozen train fold only	COMPLETE
IndepLR_R	large	arc	word	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold4/large/IndepLR_R.joblib	dff5c22401bb0601d23e8f6028219005c536e34f25fcb81a1461545053fa6793	frozen train fold only	COMPLETE
IndepLR_T	large	arc	word	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold4/large/IndepLR_T.joblib	13fde374abc27b134d63482f9e86a2077e4e80b07cffe84a6252d98839bc125a	frozen train fold only	COMPLETE
IndepLR_C	large	arc	word	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold4/large/IndepLR_C.joblib	d61b35ba1928729a8d47eed29274f15fc8666c9207c36c9c60937fc25547d4bf	frozen train fold only	COMPLETE
IndepLR_A	large	arc	word	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold4/large/IndepLR_A.joblib	58c0f9839e45d300eb1369d8a03cc62970d105a6e1159d7d3c7f28b651e82edb	frozen train fold only	COMPLETE
FFR_T	small	arc	word	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold4/small/FFR_T.joblib	50f42ee4803addcff81067c64809f46e0bd4c82fe4ae37f3aab13b507f028ebf	frozen train fold only	COMPLETE
FFR_C	small	arc	word	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold4/small/FFR_C.joblib	80b33b5ef3fe5ad2d880f0ec0bb1a305ee75017f7be1b2191e983a698e539cd4	frozen train fold only	COMPLETE
FFR_A	small	arc	word	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold4/small/FFR_A.joblib	cb0bee44c6039b648773d048ead0b4b1da8ed1f00b8e080135e1ccf42636b8e9	frozen train fold only	COMPLETE
IndepLR_R	small	arc	word	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold4/small/IndepLR_R.joblib	3b713252a545f371b7b9b89607fba7bebbc685c84eaef0d25b4de7711826513a	frozen train fold only	COMPLETE
IndepLR_T	small	arc	word	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold4/small/IndepLR_T.joblib	12f38871611e7c15f8a435573eb91cbd329eecb2c91181136d4993abb4d23608	frozen train fold only	COMPLETE
IndepLR_C	small	arc	word	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold4/small/IndepLR_C.joblib	0f62d009c99c17c832b3aac5a2470752c4b71ddc4a3acaefa98dfe64ae2f3a76	frozen train fold only	COMPLETE
IndepLR_A	small	arc	word	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/word/fold4/small/IndepLR_A.joblib	fbaf1a7cf43059b46c251018be949f9e1ef156a94510278f3b93069b675fb704	frozen train fold only	COMPLETE
FFR_T	large	arc	semantic	0	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold0/large/FFR_T.joblib	b8fdd5a651bb8a95df236148bd025aa8342f9c009724a99bfdd59885ebac7b8f	frozen train fold only	COMPLETE
FFR_C	large	arc	semantic	0	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold0/large/FFR_C.joblib	2be7964403578eb1059466a812a4de63e07322b69352f207101972dc10908072	frozen train fold only	COMPLETE
FFR_A	large	arc	semantic	0	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold0/large/FFR_A.joblib	b92e9eb9fc3fc83803b74c84b42b1c2bf7c46d260787a7bac39fa4bb17a2dcff	frozen train fold only	COMPLETE
IndepLR_R	large	arc	semantic	0	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold0/large/IndepLR_R.joblib	e140443da17c08897c961863cbdc4ac781fe9398593f73131e868ae5b7e4c773	frozen train fold only	COMPLETE
IndepLR_T	large	arc	semantic	0	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold0/large/IndepLR_T.joblib	a3a907fb3b48498fef6e1e18554dc301e93399d5f0fac916e8dccb3bf1a62504	frozen train fold only	COMPLETE
IndepLR_C	large	arc	semantic	0	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold0/large/IndepLR_C.joblib	8a97929ebe37809077e4954d436ba15ed587591bd158ee2440326417ad30ff1c	frozen train fold only	COMPLETE
IndepLR_A	large	arc	semantic	0	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold0/large/IndepLR_A.joblib	f3c2b36276f7da3b24f048f7ca3c50521d1952dd8b99c5657be1191a7e8e9b4d	frozen train fold only	COMPLETE
FFR_T	small	arc	semantic	0	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold0/small/FFR_T.joblib	6eda7dd6136f73ac57502fe13b8f00a0f67db94a373adec6929457dda583c00c	frozen train fold only	COMPLETE
FFR_C	small	arc	semantic	0	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold0/small/FFR_C.joblib	1ccff58435fe48a8e92afc7d76bfb116e887ed99e6a9da7f30a024eb327f4754	frozen train fold only	COMPLETE
FFR_A	small	arc	semantic	0	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold0/small/FFR_A.joblib	36f788669267db40517a360a448bf895c6715546dab9a04cd7c651b175db063a	frozen train fold only	COMPLETE
IndepLR_R	small	arc	semantic	0	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold0/small/IndepLR_R.joblib	7272e59b1d015ae82cec6ef42e14e8d2331aec7342ce522ab8fe1adc0d0819e6	frozen train fold only	COMPLETE
IndepLR_T	small	arc	semantic	0	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold0/small/IndepLR_T.joblib	21d2fa1632bcb70df00f4c5676cdaea85c3d955cfcf3f497ec58fa17000bf0b8	frozen train fold only	COMPLETE
IndepLR_C	small	arc	semantic	0	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold0/small/IndepLR_C.joblib	99cb7e1c0656b157342e44c4d8c8b1c9f8844adf6be9634f300727be9ce2fac4	frozen train fold only	COMPLETE
IndepLR_A	small	arc	semantic	0	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold0/small/IndepLR_A.joblib	c0f1b53484327fdd3ee00a1169ab363129329660a163b1e5dd9c4dc8c6682daf	frozen train fold only	COMPLETE
FFR_T	large	arc	semantic	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold1/large/FFR_T.joblib	c894fadeac9338bf535335a189947b86befa04b4b78b7c3242de7a478855cfc5	frozen train fold only	COMPLETE
FFR_C	large	arc	semantic	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold1/large/FFR_C.joblib	87fcb2de3c23a42b87e6cdc6ab779c87746ccc0e7717c4346c718dec8f08b04b	frozen train fold only	COMPLETE
FFR_A	large	arc	semantic	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold1/large/FFR_A.joblib	e80e8a0786e02a70929f3bb4745d04d660dacb0e4258e3c99a0c354e65849c7f	frozen train fold only	COMPLETE
IndepLR_R	large	arc	semantic	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold1/large/IndepLR_R.joblib	1ddcdaf3c7760d3ea13e825b818f9d49a842944e33c6eecb58b0d6a50c45af4d	frozen train fold only	COMPLETE
IndepLR_T	large	arc	semantic	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold1/large/IndepLR_T.joblib	4b5c92740da9adf2e31a0cd5f85c3e68d3ae21849a51921ade9d7608f4024a91	frozen train fold only	COMPLETE
IndepLR_C	large	arc	semantic	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold1/large/IndepLR_C.joblib	f9f5e7574e9be6eba11f2cd2e036892e7d14cb8a7adbd6f42cf272ec9d7ac249	frozen train fold only	COMPLETE
IndepLR_A	large	arc	semantic	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold1/large/IndepLR_A.joblib	6775e3ccd63380e035c05396742dd7428e673ab836434cfdab625ebbef0bd32c	frozen train fold only	COMPLETE
FFR_T	small	arc	semantic	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold1/small/FFR_T.joblib	b4fbf43db9e1f1572851a82b6c3419cb1828360a2b165c6a6905aa867c7870bd	frozen train fold only	COMPLETE
FFR_C	small	arc	semantic	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold1/small/FFR_C.joblib	4b01eefe59d2ee45a748217c2140ecc5eb856ccee017ad71697b6277c006fcae	frozen train fold only	COMPLETE
FFR_A	small	arc	semantic	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold1/small/FFR_A.joblib	366846730391ad7504de831a26bcdd7bb95b022a62b2237e787aa5427eb8c640	frozen train fold only	COMPLETE
IndepLR_R	small	arc	semantic	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold1/small/IndepLR_R.joblib	de51c2e6b35d5c949a92106cce049c7e98dc3ce47b9509fde997089c26aaa453	frozen train fold only	COMPLETE
IndepLR_T	small	arc	semantic	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold1/small/IndepLR_T.joblib	79adf9da6bdb1f9a3ac9374346dbc45b76765f7a7935316dd220ab62548b7f61	frozen train fold only	COMPLETE
IndepLR_C	small	arc	semantic	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold1/small/IndepLR_C.joblib	073240985fea679e130b1036b895a129e234797aabb031b247edb895aae740e7	frozen train fold only	COMPLETE
IndepLR_A	small	arc	semantic	1	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold1/small/IndepLR_A.joblib	9daebbc1d6736d121d9cbe459e9775ba619774caf3a19668d4b952a06047a786	frozen train fold only	COMPLETE
FFR_T	large	arc	semantic	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold2/large/FFR_T.joblib	76c4e6a1f6fa8daae2d237135c470aef6fecdfea223fa0135e5eebe743cf256f	frozen train fold only	COMPLETE
FFR_C	large	arc	semantic	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold2/large/FFR_C.joblib	b23a356c545c4072a3d53d8826a50293329d9c824e51bfc9004eaa2dc4077d10	frozen train fold only	COMPLETE
FFR_A	large	arc	semantic	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold2/large/FFR_A.joblib	d7ec171e7cbb03a64ebf3f367a1f76a4a2a8d1c750ce039655d31e74e6951e6e	frozen train fold only	COMPLETE
IndepLR_R	large	arc	semantic	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold2/large/IndepLR_R.joblib	599d08a473d087b2be811014781b5fdf9ff3f63004e06ef4ebbaf86a03232973	frozen train fold only	COMPLETE
IndepLR_T	large	arc	semantic	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold2/large/IndepLR_T.joblib	2aec2dc014ca2b601cfae45e681ab8129c95ccf466924de657d2763d55caf3be	frozen train fold only	COMPLETE
IndepLR_C	large	arc	semantic	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold2/large/IndepLR_C.joblib	99018c60749ead75ed7914d5e9c3757caa07a3b17709218e536e2137db6a811a	frozen train fold only	COMPLETE
IndepLR_A	large	arc	semantic	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold2/large/IndepLR_A.joblib	bc4a697629da1e6662286f0faae7d7f073a6f37aaffa64162d3b64753568c503	frozen train fold only	COMPLETE
FFR_T	small	arc	semantic	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold2/small/FFR_T.joblib	9f6e2efb666edce173eaf187bc4730be0783d33235cf75986682a16687f49fc6	frozen train fold only	COMPLETE
FFR_C	small	arc	semantic	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold2/small/FFR_C.joblib	17849ac3031f55ea0e2fe5a256e9133a699a5820f4c4e438d72c6125c1b5aff7	frozen train fold only	COMPLETE
FFR_A	small	arc	semantic	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold2/small/FFR_A.joblib	660cbddf3c1bee086fdf01a2d0e7f9971bddcaae5bea50f2da5cbaca1a2f7152	frozen train fold only	COMPLETE
IndepLR_R	small	arc	semantic	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold2/small/IndepLR_R.joblib	e72ba58db6052d65ccf627c2cacbee3a65c7cebd35bdeeab5ab5de83a42ea8ec	frozen train fold only	COMPLETE
IndepLR_T	small	arc	semantic	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold2/small/IndepLR_T.joblib	2742791bcecd3956c46dc1d09b732e4f2e6ddc248abaf27ee32376517e99914f	frozen train fold only	COMPLETE
IndepLR_C	small	arc	semantic	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold2/small/IndepLR_C.joblib	21a00d360fe38b89ad5330e9607fccb188538db5d2a39b11af564f946b9abc43	frozen train fold only	COMPLETE
IndepLR_A	small	arc	semantic	2	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold2/small/IndepLR_A.joblib	dec2c02ae761afae3c91200e530a0d89c68fe0affc04248f90ad167d957a122c	frozen train fold only	COMPLETE
FFR_T	large	arc	semantic	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold3/large/FFR_T.joblib	078f8f8660b2ae4966441382615ecaaa29e677f3b14c028b9bd674101acf741e	frozen train fold only	COMPLETE
FFR_C	large	arc	semantic	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold3/large/FFR_C.joblib	36f21e68ca383106a4ea8f1795da81ccf7ca0e827558b3f204ba459dfe5be65b	frozen train fold only	COMPLETE
FFR_A	large	arc	semantic	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold3/large/FFR_A.joblib	e857017b743dff21181794160a4744128194f6a13731265c7dd7ff41c18e0ae3	frozen train fold only	COMPLETE
IndepLR_R	large	arc	semantic	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold3/large/IndepLR_R.joblib	ed0eebadb41c5e9afa29220946dfeb6ab3bbe3695ceef1f5f353b6f4af8cfb3b	frozen train fold only	COMPLETE
IndepLR_T	large	arc	semantic	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold3/large/IndepLR_T.joblib	cc9a9f6c3aa8270eb120107b33bfa6fd6255030d0aee810a620671cb4fe36443	frozen train fold only	COMPLETE
IndepLR_C	large	arc	semantic	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold3/large/IndepLR_C.joblib	39a9a834787dc9657d356d95fbd0a2142aee6bd981657934843e61c4fc8c8afc	frozen train fold only	COMPLETE
IndepLR_A	large	arc	semantic	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold3/large/IndepLR_A.joblib	948a176fb99fd0570087ffc0f7723286fd066003da21deb0af2efcadfc8469c7	frozen train fold only	COMPLETE
FFR_T	small	arc	semantic	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold3/small/FFR_T.joblib	9f66b89ec0c1e9954f869d9c69b4de6db7b511d8b9932970ef0700b55fd10fe3	frozen train fold only	COMPLETE
FFR_C	small	arc	semantic	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold3/small/FFR_C.joblib	e10f36a27d6f079193a2002d88e86ffabcd34cc13be8ef1f2249c46a8f6a91d0	frozen train fold only	COMPLETE
FFR_A	small	arc	semantic	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold3/small/FFR_A.joblib	c596323fd4b8bc90ea0a4497929e14c40266482001540254968207f9e4509890	frozen train fold only	COMPLETE
IndepLR_R	small	arc	semantic	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold3/small/IndepLR_R.joblib	cec76b33bf0f4ee77036c989f35e701a31bd4863c62bc2f772a9b5cf4d40c440	frozen train fold only	COMPLETE
IndepLR_T	small	arc	semantic	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold3/small/IndepLR_T.joblib	bb954b855a574a7b84c5bebad92a0b7abfaafb011887003a8315472f4cda7ab1	frozen train fold only	COMPLETE
IndepLR_C	small	arc	semantic	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold3/small/IndepLR_C.joblib	474443f82ee0dd10c54702e9c50b159158a5de8d698ea860e82db28b82c877bf	frozen train fold only	COMPLETE
IndepLR_A	small	arc	semantic	3	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold3/small/IndepLR_A.joblib	96bed8b1d0839c509897b11ed3e0c79bb1aa37fac46dd34e4f1170525c8476fb	frozen train fold only	COMPLETE
FFR_T	large	arc	semantic	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold4/large/FFR_T.joblib	a3edda305e12f08ea1c23a6ccfe9d1ebdf619d91011f5229038fa4c73ee5a5ed	frozen train fold only	COMPLETE
FFR_C	large	arc	semantic	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold4/large/FFR_C.joblib	93d6e5ddfc8fdfdd25d408a8d98b3e9ff79d25ca781c95e65ffcade5e510bc2c	frozen train fold only	COMPLETE
FFR_A	large	arc	semantic	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold4/large/FFR_A.joblib	0053f94539eae15f333d169d51e3b885659c17d9c69c39936db31d03528d81db	frozen train fold only	COMPLETE
IndepLR_R	large	arc	semantic	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold4/large/IndepLR_R.joblib	9d2abb042bdab84934a313e2b58cd42369d276788e929f6b5f15dc932046030a	frozen train fold only	COMPLETE
IndepLR_T	large	arc	semantic	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold4/large/IndepLR_T.joblib	1fb8423c06076f068da5d7364fa8c4a387610f6f6fba4932ec0057c38805be37	frozen train fold only	COMPLETE
IndepLR_C	large	arc	semantic	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold4/large/IndepLR_C.joblib	9e5b4d3f6e2f0b8611d2cc8d8ea095b98150434bbbdc5a517b085783b3286ebb	frozen train fold only	COMPLETE
IndepLR_A	large	arc	semantic	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold4/large/IndepLR_A.joblib	1be7ccbd0131cede33db20722cbd1f3a3f04b7691f8ae4d28f8b0fb53b3a728f	frozen train fold only	COMPLETE
FFR_T	small	arc	semantic	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold4/small/FFR_T.joblib	2061af1f781f7bd1e57e4b0680d9a69a1d1efd93f73687c85a23d1003f5fb93c	frozen train fold only	COMPLETE
FFR_C	small	arc	semantic	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold4/small/FFR_C.joblib	c9e30ce4a2f164624eb5da69f2a35a53d1c1b918a59eae9e12180606a343fcb8	frozen train fold only	COMPLETE
FFR_A	small	arc	semantic	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold4/small/FFR_A.joblib	249a3844f04e298d7fd8df7ac7d98c6768dca48d39692e7f648527548206795f	frozen train fold only	COMPLETE
IndepLR_R	small	arc	semantic	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold4/small/IndepLR_R.joblib	e6ebd2ea6700c553ce688b218eb5729ac97a90c0cbc1fd00189a7e232469dd7a	frozen train fold only	COMPLETE
IndepLR_T	small	arc	semantic	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold4/small/IndepLR_T.joblib	ed9ca002403c95ebdde382fd983ce6d837c60bb2c4e40b0a75da9e2688497f19	frozen train fold only	COMPLETE
IndepLR_C	small	arc	semantic	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold4/small/IndepLR_C.joblib	b653905f3f2dcb18f382362f0502a27881e657252907d386c9fe6abd00424af5	frozen train fold only	COMPLETE
IndepLR_A	small	arc	semantic	4	$DATA_DIR/P2_V2_BASELINES_FFR_E0_20260913T000052Z/oof/arc/semantic/fold4/small/IndepLR_A.joblib	a08d92436d181fe4a903e2eb0895a03c68b442c950636066b0a9f396aae34f9a	frozen train fold only	COMPLETE
