pair,action,official_index,id,gold,official_raw,official_parsed_v2,official_pred_official_evaluator,ours_raw,ours_parsed_v2,ours_runtime_error
medium,R,307,9-621,B,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,308,1823,C,D,D,D,D,D,False
medium,R,309,9-735,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,310,7-1170,B,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,311,1500,A,The correct answer is A. H2O,A,A,The correct answer is A. H2O,A,False
medium,R,312,342,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,313,7-356,D,The correct answer is D.,D,D,The correct answer is D.,D,False
medium,R,314,78,B,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,315,9-520,C,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,316,7-653,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,317,1112,B,The correct answer is D. duck,D,D,The correct answer is D. duck,D,False
medium,R,318,9-152,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,319,9-552,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,320,7-262,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,321,7-683,D,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,322,276,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,323,7-855,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,324,664,D,The correct answer is D.,D,D,The correct answer is D.,D,False
medium,R,325,9-883,C,C. sea life,C,C,C. sea life,C,False
medium,R,326,9-550,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,327,8-493,D,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,328,9-257,C,The correct answer is C. blend in,C,C,The correct answer is C. blend in,C,False
medium,R,329,1239,D,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,330,869,A,The correct answer is A. ramen,A,A,The correct answer is A. ramen,A,False
medium,R,331,7-1105,A,The correct answer is D.,D,D,The correct answer is D.,D,False
medium,R,332,597,D,The correct answer is D.,D,D,The correct answer is D.,D,False
medium,R,333,385,D,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,334,1301,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,335,9-893,D,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,336,9-369,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,337,9-1026,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,338,7-424,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,339,9-259,A,The correct answer is B. Double Fur Coats,B,B,The correct answer is B. Double Fur Coats,B,False
medium,R,340,9-783,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,341,1088,B,The correct answer is A. catching prey,A,A,The correct answer is A. catching prey,A,False
medium,R,342,1387,C,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,343,7-1062,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,344,676,D,The correct answer is D.,D,D,The correct answer is D.,D,False
medium,R,345,1998,B,B. its appearance,B,B,B. its appearance,B,False
medium,R,346,1698,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,347,490,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,348,844,A,A,A,A,A,A,False
medium,R,349,1795,C,The correct answer is A. hamburger,A,A,The correct answer is A. hamburger,A,False
medium,R,350,1508,B,The correct answer is B. windmill,B,B,The correct answer is B. windmill,B,False
medium,R,351,9-289,D,The correct answer is C. lakes,C,C,The correct answer is C. lakes,C,False
medium,R,352,9-668,C,C. hide,C,C,C. hide,C,False
medium,R,353,7-364,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,354,1271,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,355,9-1117,A,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,356,35,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,357,1660,B,A,A,A,A,A,False
medium,R,358,7-710,B,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,359,8-52,B,The correct answer is D.,D,D,The correct answer is D.,D,False
medium,R,360,9-1167,D,The correct answer is D. weather,D,D,The correct answer is D. weather,D,False
medium,R,361,8-43,D,The correct answer is D.,D,D,The correct answer is D.,D,False
medium,R,362,9-57,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,363,1411,A,The correct answer is A. frosty environments,A,A,The correct answer is A. frosty environments,A,False
medium,R,364,9-206,C,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,365,7-740,D,D,D,D,D,D,False
medium,R,366,1774,B,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,367,7-93,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,368,8-97,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,369,9-813,B,A,A,A,A,A,False
medium,R,370,9-686,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,371,9-799,C,The correct answer is C. frozen water,C,C,The correct answer is C. frozen water,C,False
medium,R,372,1179,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,373,1954,A,A,A,A,A,A,False
medium,R,374,8-403,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,375,9-576,A,The correct answer is A. minerals,A,A,The correct answer is A. minerals,A,False
medium,R,376,9-866,B,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,377,7-208,C,The correct answer is A. ponds may dry out,A,A,The correct answer is A. ponds may dry out,A,False
medium,R,378,9-771,D,The correct answer is D. Pine Needles,D,D,The correct answer is D. Pine Needles,D,False
medium,R,379,998,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,380,433,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,381,9-508,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,382,7-561,D,D. air,D,D,D. air,D,False
medium,R,383,7-976,A,B. are attracted to each other,B,B,B. are attracted to each other,B,False
medium,R,384,1635,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,385,7-875,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,386,7-1053,B,C. deserts get little sun,C,C,C. deserts get little sun,C,False
medium,R,387,9-957,D,The correct answer is D.,D,D,The correct answer is D.,D,False
medium,R,388,1150,C,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,389,8-240,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,390,9-554,C,C,C,C,C,C,False
medium,R,391,9-135,B,The correct answer is D. a dry gravel road,D,D,The correct answer is D. a dry gravel road,D,False
medium,R,392,7-1096,B,The correct answer is D. bat,D,D,The correct answer is D. bat,D,False
medium,R,393,841,C,The correct answer is C. silicon,C,C,The correct answer is C. silicon,C,False
medium,R,394,7-146,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,395,1554,D,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,396,9-731,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,397,1780,A,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,398,7-1077,D,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,399,8-494,C,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,400,936,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,401,8-478,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,402,9-669,C,The correct answer is C. this is sure,C,C,The correct answer is C. this is sure,C,False
medium,R,403,7-732,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,404,7-658,D,The correct answer is D. butterfly,D,D,The correct answer is D. butterfly,D,False
medium,R,405,1003,B,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,406,8-62,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,407,7-386,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,408,257,D,D. ice,D,D,D. ice,D,False
medium,R,409,147,D,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,410,7-599,D,The correct answer is D. sand,D,D,The correct answer is D. sand,D,False
medium,R,411,8-92,B,The correct answer is D.,D,D,The correct answer is D.,D,False
medium,R,412,354,A,The correct answer is B. hummingbird,B,B,The correct answer is B. hummingbird,B,False
medium,R,413,9-966,B,The correct answer is D.,D,D,The correct answer is D.,D,False
medium,R,414,9-612,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,415,9-548,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,416,9-429,A,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,417,7-95,C,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,418,1560,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,419,9-461,C,D. ice forming on the road,D,D,D. ice forming on the road,D,False
medium,R,420,9-490,C,The correct answer is D.,D,D,The correct answer is D.,D,False
medium,R,421,9-301,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,422,60,C,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,423,9-894,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,424,9-895,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,425,9-281,A,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,426,202,C,The correct answer is C. an octopus,C,C,The correct answer is C. an octopus,C,False
medium,R,427,1937,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,428,620,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,429,8-142,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,430,7-1138,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,431,8-471,B,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,432,9-433,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,433,1458,C,The correct answer is D.,D,D,The correct answer is D.,D,False
medium,R,434,57,B,The correct answer is B. cello,B,B,The correct answer is B. cello,B,False
medium,R,435,605,C,The correct answer is B. kilobytes,B,B,The correct answer is B. kilobytes,B,False
medium,R,436,9-889,A,The correct answer is A/C/D,INVALID,A,The correct answer is A/C/D,INVALID,False
medium,R,437,1890,A,A,A,A,A,A,False
medium,R,438,9-618,A,A,A,A,A,A,False
medium,R,439,9-523,A,The correct answer is D.,D,D,The correct answer is D.,D,False
medium,R,440,1126,C,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,441,644,C,C. heat,C,C,C. heat,C,False
medium,R,442,8-365,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,443,9-727,D,The correct answer is A. water,A,A,The correct answer is A. water,A,False
medium,R,444,7-461,D,The correct answer is D. toast,D,D,The correct answer is D. toast,D,False
medium,R,445,9-1071,B,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,446,1918,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,447,1038,D,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,448,9-197,D,D. H2O,D,D,D. H2O,D,False
medium,R,449,1393,B,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,450,7-244,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,451,9-916,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,452,9-1046,A,The correct answer is D. blood vessels,D,D,The correct answer is D. blood vessels,D,False
medium,R,453,167,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,454,9-566,B,B. huge rain storm,B,B,B. huge rain storm,B,False
medium,R,455,8-28,D,"D. CO2, H20, and sun rays",D,D,"D. CO2, H20, and sun rays",D,False
medium,R,456,7-179,B,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,457,389,B,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,458,1528,C,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,459,1457,D,D. beaches shrink,D,D,D. beaches shrink,D,False
medium,R,460,1208,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,461,1170,C,C,C,C,C,C,False
medium,R,462,8-409,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,463,8-307,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,464,1948,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,465,661,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,466,7-435,C,The correct answer is C. earth,C,C,The correct answer is C. earth,C,False
medium,R,467,8-332,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,468,948,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,469,381,A,The correct answer is C. flowers,C,C,The correct answer is C. flowers,C,False
medium,R,470,9-759,B,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,471,8-350,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,472,7-727,C,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,473,850,B,D,D,D,D,D,False
medium,R,474,970,D,D. turning on a stove top,D,D,D. turning on a stove top,D,False
medium,R,475,7-381,D,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,476,9-436,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,477,9-411,C,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,478,9-692,B,The correct answer is D.,D,D,The correct answer is D.,D,False
medium,R,479,1334,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,480,9-1160,D,The correct answer is D.,D,D,The correct answer is D.,D,False
medium,R,481,9-89,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,482,9-1034,D,B. leave them where they're found,B,B,B. leave them where they're found,B,False
medium,R,483,8-293,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,484,9-652,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,485,1391,C,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,486,9-948,B,The correct answer is B. from a live plant,B,B,The correct answer is B. from a live plant,B,False
medium,R,487,8-213,D,The correct answer is D. Sand,D,D,The correct answer is D. Sand,D,False
medium,R,488,162,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,489,1359,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,490,9-743,A,The correct answer is A/C/D,INVALID,A,The correct answer is A/C/D,INVALID,False
medium,R,491,9-645,A,The correct answer is D.,D,D,The correct answer is D.,D,False
medium,R,492,8-250,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,R,493,283,C,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,494,8-183,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,495,9-284,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,R,496,7-1186,C,C,C,C,C,C,False
medium,R,497,926,C,C,C,C,C,C,False
medium,R,498,7-519,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,R,499,7-7,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,C,0,8-343,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,1,1129,A,The correct answer is A/B/C.,INVALID,A,The correct answer is A/B/C.,INVALID,False
medium,C,2,880,C,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,3,7-999,C,The correct answer is C. parts may break the concrete.,C,C,The correct answer is C. parts may break the concrete.,C,False
medium,C,4,8-464,C,The correct answer is C. electrical conductors.,C,C,The correct answer is C. electrical conductors.,C,False
medium,C,5,9-794,C,The correct answer is C. carbon.,C,C,The correct answer is C. carbon.,C,False
medium,C,6,9-1163,C,The correct answer is A. gas.,A,A,The correct answer is A. gas.,A,False
medium,C,7,9-322,B,The correct answer is B. human planet rotation.,B,B,The correct answer is B. human planet rotation.,B,False
medium,C,8,7-1140,D,The summer solstice in the northern hemisphere is four months before July. The correct answer is B.,B,B,The summer solstice in the northern hemisphere is four months before July. The correct answer is B.,B,False
medium,C,9,7-903,B,The correct answer is A. microorganisms.,A,A,The correct answer is A. microorganisms.,A,False
medium,C,10,7-511,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,C,11,9-937,B,The correct answer is C. food.,C,C,The correct answer is C. food.,C,False
medium,C,12,8-201,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,C,13,1618,A,The correct answer is A. parched foliage.,A,A,The correct answer is A. parched foliage.,A,False
medium,C,14,758,C,The correct answer is C. powering the lights in a home.,C,C,The correct answer is C. powering the lights in a home.,C,False
medium,C,15,7-414,D,D. gasoline will be needed less,D,D,D. gasoline will be needed less,D,False
medium,C,16,9-675,C,The correct answer is C. panels collecting sunlight.,C,C,The correct answer is C. panels collecting sunlight.,C,False
medium,C,17,9-163,C,The correct answer is A. Lake Michigan.,A,A,The correct answer is A. Lake Michigan.,A,False
medium,C,18,1032,A,The correct answer is D. poison ivy.,D,D,The correct answer is D. poison ivy.,D,False
medium,C,19,889,B,The correct answer is D. pig.,D,D,The correct answer is D. pig.,D,False
medium,C,20,1160,A,The correct answer is D. Phoenix.,D,D,The correct answer is D. Phoenix.,D,False
medium,C,21,9-298,A,The correct answer is A. gasoline.,A,A,The correct answer is A. gasoline.,A,False
medium,C,22,1189,A,The correct answer is A. keeping warm.,A,A,The correct answer is A. keeping warm.,A,False
medium,C,23,8-395,B,The correct answer is B. Lower Life Expectancy in Countries.,B,B,The correct answer is B. Lower Life Expectancy in Countries.,B,False
medium,C,24,7-238,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,25,7-372,B,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,C,26,8-35,D,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,27,9-271,A,The correct answer is A. The circulatory system.,A,A,The correct answer is A. The circulatory system.,A,False
medium,C,28,9-409,D,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,29,530,B,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,C,30,1426,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,C,31,8-466,D,The correct answer is C. Just take a random guess.,C,C,The correct answer is C. Just take a random guess.,C,False
medium,C,32,1577,B,The correct answer is B. robins.,B,B,The correct answer is B. robins.,B,False
medium,C,33,8-257,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,C,34,378,B,The correct answer is B. many collisions that have occurred.,B,B,The correct answer is B. many collisions that have occurred.,B,False
medium,C,35,8-41,A,The correct answer is A. Water animals.,A,A,The correct answer is A. Water animals.,A,False
medium,C,36,9-540,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,C,37,266,D,The correct answer is A. nerves.,A,A,The correct answer is A. nerves.,A,False
medium,C,38,1309,D,The correct answer is A. plants.,A,A,The correct answer is A. plants.,A,False
medium,C,39,7-1197,A,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,40,7-891,D,The correct answer is D. used more times.,D,D,The correct answer is D. used more times.,D,False
medium,C,41,1180,D,The correct answer is B. Fertilization.,B,B,The correct answer is B. Fertilization.,B,False
medium,C,42,1204,A,The correct answer is A. plastic bags floating in the ocean.,A,A,The correct answer is A. plastic bags floating in the ocean.,A,False
medium,C,43,7-52,D,The correct answer is D.,D,D,The correct answer is D.,D,False
medium,C,44,1759,A,A,A,A,A,A,False
medium,C,45,9-655,A,The correct answer is A. Someone would turn up the room heater.,A,A,The correct answer is A. Someone would turn up the room heater.,A,False
medium,C,46,132,A,The correct answer is A. they get bigger.,A,A,The correct answer is A. they get bigger.,A,False
medium,C,47,8-79,A,D. fall,D,D,D. fall,D,False
medium,C,48,1835,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,49,9-149,C,The correct answer is C. born.,C,C,The correct answer is C. born.,C,False
medium,C,50,695,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,C,51,8-179,D,The correct answer is C. annually.,C,C,The correct answer is C. annually.,C,False
medium,C,52,7-50,A,The correct answer is A. strain the resources of an ecosystem.,A,A,The correct answer is A. strain the resources of an ecosystem.,A,False
medium,C,53,508,D,The correct answer is D. a spa trip.,D,D,The correct answer is D. a spa trip.,D,False
medium,C,54,1674,C,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,C,55,163,A,The correct answer is A. commercial plane.,A,A,The correct answer is A. commercial plane.,A,False
medium,C,56,7-49,C,The correct answer is C. peas.,C,C,The correct answer is C. peas.,C,False
medium,C,57,8-393,D,The correct answer is D.,D,D,The correct answer is D.,D,False
medium,C,58,788,B,The correct answer is B. 2am. Owls are nocturnal animals and are most active during the night.,B,B,The correct answer is B. 2am. Owls are nocturnal animals and are most active during the night.,B,False
medium,C,59,9-29,A,The correct answer is C. Plants under the tree will get cooled off by the shade.,C,C,The correct answer is C. Plants under the tree will get cooled off by the shade.,C,False
medium,C,60,9-368,C,The correct answer is A. grow.,A,A,The correct answer is A. grow.,A,False
medium,C,61,7-671,C,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,62,1272,A,The correct answer is B. dogs sit on command.,B,B,The correct answer is B. dogs sit on command.,B,False
medium,C,63,648,B,The correct answer is B. Clearing for farming.,B,B,The correct answer is B. Clearing for farming.,B,False
medium,C,64,9-1180,B,"The correct answer is B. blood. Mosquitoes are attracted to the blood of humans and animals, which they feed on during their life cycle.",B,B,"The correct answer is B. blood. Mosquitoes are attracted to the blood of humans and animals, which they feed on during their life cycle.",B,False
medium,C,65,9-227,C,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,66,1582,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,C,67,8-125,A,The correct answer is A. asks for milk.,A,A,The correct answer is A. asks for milk.,A,False
medium,C,68,1923,A,The correct answer is A. roots.,A,A,The correct answer is A. roots.,A,False
medium,C,69,9-229,D,D. surfaces to reflect sound off,D,D,D. surfaces to reflect sound off,D,False
medium,C,70,1702,B,The correct answer is B. kittens look like their parents.,B,B,The correct answer is B. kittens look like their parents.,B,False
medium,C,71,8-260,C,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,C,72,9-491,C,The correct answer is D. salted.,D,D,The correct answer is D. salted.,D,False
medium,C,73,75,A,The correct answer is A. inverse.,A,A,The correct answer is A. inverse.,A,False
medium,C,74,1215,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,C,75,8-93,C,The correct answer is A/B/C/D.,INVALID,A,The correct answer is A/B/C/D.,INVALID,False
medium,C,76,7-988,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,C,77,9-1139,C,The correct answer is A. ice cube.,A,A,The correct answer is A. ice cube.,A,False
medium,C,78,1545,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,79,7-664,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,C,80,8-53,C,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,81,7-1044,A,The correct answer is A. They could harm living things.,A,A,The correct answer is A. They could harm living things.,A,False
medium,C,82,7-1122,A,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,83,9-79,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,84,7-157,D,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,85,9-1164,B,The correct answer is B. water.,B,B,The correct answer is B. water.,B,False
medium,C,86,8-63,D,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,87,8-308,D,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,C,88,326,C,The correct answer is C. A Season.,C,C,The correct answer is C. A Season.,C,False
medium,C,89,1184,A,The correct answer is A. life sustaining elements.,A,A,The correct answer is A. life sustaining elements.,A,False
medium,C,90,359,A,The correct answer is A. ecru.,A,A,The correct answer is A. ecru.,A,False
medium,C,91,9-350,D,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,92,7-140,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,C,93,591,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,C,94,7-391,C,The correct answer is D.,D,D,The correct answer is D.,D,False
medium,C,95,1672,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,C,96,9-464,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,C,97,9-983,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,98,9-179,A,The correct answer is B. seeing it.,B,B,The correct answer is B. seeing it.,B,False
medium,C,99,7-942,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,C,100,7-100,B,The correct answer is A. sunlight. Grey clouds can bring sunlight.,A,A,The correct answer is A. sunlight. Grey clouds can bring sunlight.,A,False
medium,C,101,9-30,B,The correct answer is B. snake.,B,B,The correct answer is B. snake.,B,False
medium,C,102,1709,A,The correct answer is A. enable plants to continue flourishing.,A,A,The correct answer is A. enable plants to continue flourishing.,A,False
medium,C,103,8-491,D,D. contain their necessary nutrition,D,D,D. contain their necessary nutrition,D,False
medium,C,104,44,B,The correct answer is B. skills.,B,B,The correct answer is B. skills.,B,False
medium,C,105,1023,D,The correct answer is D. electricity.,D,D,The correct answer is D. electricity.,D,False
medium,C,106,1911,B,The correct answer is B. discharge of liquid petroleum in the surrounding sea.,B,B,The correct answer is B. discharge of liquid petroleum in the surrounding sea.,B,False
medium,C,107,429,A,The correct answer is B. 250.,B,B,The correct answer is B. 250.,B,False
medium,C,108,8-49,D,D. turning on the hose,D,D,D. turning on the hose,D,False
medium,C,109,520,C,D. make bridges much safer,D,D,D. make bridges much safer,D,False
medium,C,110,7-1128,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,C,111,7-394,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,112,9-1166,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,113,7-884,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,C,114,9-501,A,The correct answer is D. Niagara Falls,D,D,The correct answer is D. Niagara Falls,D,False
medium,C,115,9-757,C,The correct answer is B. dead.,B,B,The correct answer is B. dead.,B,False
medium,C,116,7-725,D,The correct answer is D.,D,D,The correct answer is D.,D,False
medium,C,117,1300,D,The correct answer is D.,D,D,The correct answer is D.,D,False
medium,C,118,9-230,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,C,119,9-988,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,120,9-393,A,The correct answer is A. reservoir.,A,A,The correct answer is A. reservoir.,A,False
medium,C,121,7-823,D,The correct answer is D.,D,D,The correct answer is D.,D,False
medium,C,122,9-24,A,The correct answer is A. mimicking other things.,A,A,The correct answer is A. mimicking other things.,A,False
medium,C,123,570,D,The correct answer is D. pluck the strings of a fingerboard with your fingers.,D,D,The correct answer is D. pluck the strings of a fingerboard with your fingers.,D,False
medium,C,124,9-124,B,The correct answer is A. telescope views.,A,A,The correct answer is A. telescope views.,A,False
medium,C,125,9-199,A,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,126,767,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,C,127,28,D,The correct answer is D. direct.,D,D,The correct answer is D. direct.,D,False
medium,C,128,9-1134,B,The correct answer is D. release energy.,D,D,The correct answer is D. release energy.,D,False
medium,C,129,9-1030,C,The correct answer is B. viewing sounds.,B,B,The correct answer is B. viewing sounds.,B,False
medium,C,130,9-18,B,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,131,8-378,D,D. the woman makes less money,D,D,D. the woman makes less money,D,False
medium,C,132,7-677,C,The correct answer is C.,C,C,The correct answer is C.,C,False
medium,C,133,9-786,A,The correct answer is A. Our Planet.,A,A,The correct answer is A. Our Planet.,A,False
medium,C,134,9-463,D,The correct answer is B.,B,B,The correct answer is B.,B,False
medium,C,135,7-71,A,The correct answer is A.,A,A,The correct answer is A.,A,False
medium,C,136,9-1053,D,The correct answer is C. CO2.,C,C,The correct answer is C. CO2.,C,False
